city,locality_standard,location_raw,bhk,bhk_category,total_sqft_clean,sqft_parse_method,size_bucket,bath,balcony,price_lakhs,price_inr,price_per_sqft,area_type,availability_bucket,age_bucket,quality_flag,quality_flag_detail,locality_tier
Bengaluru,Whitefield,Whitefield,2.0,2 BHK,1105.0,plain,1000-1500 sqft,2.0,2.0,39.99,3999000.0,3619.004524886878,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Chandapura,Chandapura,3.0,3 BHK,1505.0,plain,1500-2500 sqft,2.0,2.0,42.0,4200000.0,2790.6976744186045,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Hebbal Kempapura,Hebbal Kempapura,4.0,4 BHK,3900.0,plain,2500+ sqft,5.0,,310.0,31000000.0,7948.717948717948,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Banashankari,Banashankari,2.0,2 BHK,1186.0,plain,1000-1500 sqft,2.0,3.0,65.0,6500000.0,5480.607082630691,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Byrathi Village,Byrathi Village,4.0,4 BHK,900.0,plain,500-1000 sqft,3.0,1.0,51.0,5100000.0,5666.666666666667,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Kengeri,Kengeri,2.0,2 BHK,750.0,plain,500-1000 sqft,2.0,1.0,35.5,3550000.0,4733.333333333333,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Varthur,Varthur,2.0,2 BHK,1083.0,plain,1000-1500 sqft,2.0,2.0,28.0,2800000.0,2585.410895660203,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Nagaraja Garden,Nagaraja Garden,3.0,3 BHK,1430.0,plain,1000-1500 sqft,2.0,1.0,78.65,7865000.000000001,5500.000000000001,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Thanisandra,Thanisandra,2.0,2 BHK,1056.0,plain,1000-1500 sqft,2.0,2.0,68.0,6800000.0,6439.393939393939,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,VGP Layout,VGP Layout,3.0,3 BHK,2108.0,plain,1500-2500 sqft,3.0,3.0,85.0,8500000.0,4032.2580645161293,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Banashankari,Banashankari,3.0,3 BHK,1650.0,plain,1500-2500 sqft,3.0,2.0,101.0,10100000.0,6121.212121212121,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Electronic City Phase II,Electronic City Phase II,3.0,3 BHK,1220.0,plain,1000-1500 sqft,3.0,1.0,36.6,3660000.0,3000.0,Built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Rayasandra,Rayasandra,2.0,2 BHK,1198.0,plain,1000-1500 sqft,2.0,1.0,54.0,5400000.0,4507.512520868114,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Ejipura,Ejipura,2.0,2 BHK,1190.0,plain,1000-1500 sqft,2.0,1.0,70.0,7000000.0,5882.35294117647,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,"Judicial Layout, Kanakapura Road,","Judicial Layout, Kanakapura Road,",2.0,2 BHK,900.0,plain,500-1000 sqft,2.0,1.0,41.0,4100000.0,4555.555555555556,Built-up  Area,Under construction,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,J.P.nagar 6th Phase.Sarakki Nagar,J.P.nagar 6th Phase.Sarakki Nagar,4.0,4 BHK,2690.0,plain,2500+ sqft,4.0,2.0,185.0,18500000.0,6877.323420074349,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Kanakapura,Kanakapura,2.0,2 BHK,1340.0,plain,1000-1500 sqft,2.0,2.0,65.0,6500000.0,4850.746268656716,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Bommenahalli,Bommenahalli,4.0,4 BHK,2940.0,plain,2500+ sqft,3.0,2.0,2250.0,225000000.0,76530.61224489796,Plot  Area,Under construction,Not available in source data,Invalid,Invalid:implausible_price_per_sqft,Tier 1 - Premium
Bengaluru,Giri Nagar,Giri Nagar,6.0,5+ BHK,2400.0,plain,1500-2500 sqft,6.0,1.0,400.0,40000000.0,16666.666666666668,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Whitefield,Whitefield,,Unknown,2324.0,plain,1500-2500 sqft,,,26.73,2673000.0,1150.172117039587,Plot  Area,Under construction,Not available in source data,Invalid,Invalid,Tier 2 - Mid-market
Bengaluru,Yelahanka,Yelahanka,2.0,2 BHK,1260.0,plain,1000-1500 sqft,2.0,2.0,59.2,5920000.0,4698.412698412699,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Talaghattapura,Talaghattapura,3.0,3 BHK,2254.0,plain,1500-2500 sqft,3.0,2.0,153.0,15300000.0,6787.93256433008,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Old Madras Road,Old Madras Road,3.0,3 BHK,2990.0,plain,2500+ sqft,5.0,1.0,210.0,21000000.0,7023.411371237458,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,1st Block BEL Layout,1st Block BEL Layout,4.0,4 BHK,1800.0,plain,1500-2500 sqft,5.0,1.0,250.0,25000000.0,13888.888888888889,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,JP Nagar,JP Nagar,2.0,2 BHK,820.0,plain,500-1000 sqft,2.0,1.0,45.0,4500000.0,5487.804878048781,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Electronic City,Electronic City,2.0,2 BHK,1296.0,plain,1000-1500 sqft,2.0,2.0,65.0,6500000.0,5015.432098765432,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Uttarahalli,Uttarahalli,2.0,2 BHK,1190.0,plain,1000-1500 sqft,2.0,1.0,53.55,5355000.0,4500.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Whitefield,Whitefield,2.0,2 BHK,1173.0,plain,1000-1500 sqft,2.0,1.0,77.0,7700000.0,6564.364876385337,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Sarjapura - Attibele Road,Sarjapura - Attibele Road,3.0,3 BHK,1800.0,plain,1500-2500 sqft,3.0,2.0,90.0,9000000.0,5000.0,Plot  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Yelahanka,Yelahanka,2.0,2 BHK,1102.0,plain,1000-1500 sqft,2.0,0.0,52.0,5200000.0,4718.693284936479,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Sarjapur,Sarjapur,2.0,2 BHK,913.0,plain,500-1000 sqft,2.0,1.0,36.0,3600000.0,3943.0449069003284,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Hormavu,Hormavu,3.0,3 BHK,1176.0,plain,1000-1500 sqft,2.0,1.0,35.27,3527000.0000000005,2999.149659863946,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Prithvi Layout,Prithvi Layout,3.0,3 BHK,1620.0,plain,1500-2500 sqft,3.0,,65.0,6500000.0,4012.3456790123455,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Billekahalli,Billekahalli,3.0,3 BHK,2968.0,plain,2500+ sqft,3.0,,225.0,22500000.0,7580.8625336927225,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Yelahanka,Yelahanka,2.0,2 BHK,1519.0,plain,1500-2500 sqft,2.0,3.0,65.0,6500000.0,4279.131007241606,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Dodsworth Layout,Dodsworth Layout,3.0,3 BHK,1594.0,plain,1500-2500 sqft,3.0,2.0,99.0,9900000.0,6210.790464240903,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Kaverappa Layout,Kaverappa Layout,2.0,2 BHK,1250.0,plain,1000-1500 sqft,2.0,1.0,68.0,6800000.0,5440.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Haralur Road,Haralur Road,2.0,2 BHK,1056.0,plain,1000-1500 sqft,2.0,1.0,60.0,6000000.0,5681.818181818182,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Whitefield,Whitefield,3.0,3 BHK,1200.0,plain,1000-1500 sqft,3.0,1.0,68.4,6840000.000000001,5700.000000000001,Plot  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Kothnur Narayanapura,Kothnur Narayanapura,2.0,2 BHK,1290.0,plain,1000-1500 sqft,1.0,0.0,77.5,7750000.0,6007.751937984496,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Amruthnagar,Amruthnagar,2.0,2 BHK,1150.0,plain,1000-1500 sqft,2.0,1.0,48.0,4800000.0,4173.913043478261,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Ambedkar Colony,Ambedkar Colony,2.0,2 BHK,1464.0,plain,1000-1500 sqft,2.0,1.0,145.0,14500000.0,9904.371584699453,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Anekal,Anekal,4.0,4 BHK,1200.0,plain,1000-1500 sqft,2.0,1.0,36.0,3600000.0,3000.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Gollarapalya Hosahalli,Gollarapalya Hosahalli,2.0,2 BHK,861.0,plain,500-1000 sqft,2.0,0.0,36.5,3650000.0,4239.256678281068,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Kundalahalli,Kundalahalli,2.0,2 BHK,1047.0,plain,1000-1500 sqft,2.0,1.0,82.62,8262000.0,7891.117478510028,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Lakshmipura,Lakshmipura,2.0,2 BHK,1200.0,plain,1000-1500 sqft,2.0,0.0,75.0,7500000.0,6250.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Kirloskar Layout,Kirloskar Layout,10.0,5+ BHK,1200.0,plain,1000-1500 sqft,10.0,,190.0,19000000.0,15833.333333333334,Plot  Area,Ready to move,Not available in source data,Suspicious,Suspicious:sqft_per_bhk_below_150,Insufficient data (<10 listings)
Bengaluru,Hongasandra,Hongasandra,2.0,2 BHK,1065.0,plain,1000-1500 sqft,2.0,1.0,45.0,4500000.0,4225.352112676056,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Rajaji Nagar,Rajaji Nagar,3.0,3 BHK,2300.0,plain,1500-2500 sqft,3.0,3.0,369.0,36900000.0,16043.478260869566,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Ramamurthy Nagar,Ramamurthy Nagar,2.0,2 BHK,1000.0,plain,1000-1500 sqft,2.0,1.0,62.0,6200000.0,6200.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Lingadheeranahalli,Lingadheeranahalli,3.0,3 BHK,1682.0,plain,1500-2500 sqft,3.0,1.0,113.0,11300000.0,6718.192627824019,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Harlur,Harlur,3.0,3 BHK,1756.0,plain,1500-2500 sqft,3.0,2.0,131.0,13100000.0,7460.136674259681,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,BEL Road,BEL Road,5.0,5+ BHK,4000.0,plain,2500+ sqft,4.0,2.0,1000.0,100000000.0,25000.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Vignana Nagar,Vignana Nagar,4.0,4 BHK,1050.0,plain,1000-1500 sqft,4.0,2.0,90.0,9000000.0,8571.42857142857,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Vittasandra,Vittasandra,2.0,2 BHK,1238.0,plain,1000-1500 sqft,2.0,1.0,67.32,6731999.999999999,5437.802907915992,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Dasanapura,Dasanapura,2.0,2 BHK,814.0,plain,500-1000 sqft,2.0,1.0,42.0,4200000.0,5159.7051597051595,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Dodda Nekkundi,Dodda Nekkundi,2.0,2 BHK,1145.0,plain,1000-1500 sqft,2.0,1.0,46.5,4650000.0,4061.1353711790393,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Varthur,Varthur,2.0,2 BHK,965.0,plain,500-1000 sqft,2.0,1.0,34.0,3400000.0,3523.316062176166,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Doddabele,Doddabele,2.0,2 BHK,750.0,plain,500-1000 sqft,2.0,1.0,36.0,3600000.0,4800.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Banashankari,Banashankari,3.0,3 BHK,1300.0,plain,1000-1500 sqft,2.0,2.0,55.0,5500000.0,4230.7692307692305,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,1st Phase JP Nagar,1st Phase JP Nagar,3.0,3 BHK,1590.0,plain,1500-2500 sqft,3.0,3.0,131.0,13100000.0,8238.993710691824,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Begur Road,Begur Road,1.0,1 BHK,644.0,plain,500-1000 sqft,1.0,1.0,40.0,4000000.0,6211.180124223602,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Whitefield,Whitefield,2.0,2 BHK,982.0,plain,500-1000 sqft,2.0,1.0,37.0,3700000.0,3767.8207739307536,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Indira Nagar,Indira Nagar,2.0,2 BHK,1260.0,plain,1000-1500 sqft,2.0,2.0,100.0,10000000.0,7936.507936507936,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Rayasandra,Rayasandra,3.0,3 BHK,1555.0,plain,1500-2500 sqft,3.0,2.0,75.17,7517000.0,4834.083601286174,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Race Course Road,Race Course Road,4.0,4 BHK,2500.0,plain,2500+ sqft,4.0,1.0,450.0,45000000.0,18000.0,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Kaggadasapura,Kaggadasapura,2.0,2 BHK,1225.0,plain,1000-1500 sqft,2.0,2.0,48.0,4800000.0,3918.3673469387754,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Electronics City Phase 1,Electronics City Phase 1,2.0,2 BHK,1085.0,plain,1000-1500 sqft,2.0,1.0,46.0,4600000.0,4239.6313364055295,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Rajaji Nagar,Rajaji Nagar,3.0,3 BHK,1640.0,plain,1500-2500 sqft,3.0,2.0,220.0,22000000.0,13414.634146341463,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Thanisandra,Thanisandra,3.0,3 BHK,1595.0,plain,1500-2500 sqft,3.0,1.0,110.0,11000000.0,6896.551724137931,Built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,2.0,2 BHK,1196.0,plain,1000-1500 sqft,2.0,2.0,40.44,4044000.0,3381.2709030100336,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Yelahanka,Yelahanka,3.0,3 BHK,1859.0,plain,1500-2500 sqft,3.0,1.0,108.0,10800000.0,5809.575040344271,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,9th Phase JP Nagar,9th Phase JP Nagar,2.0,2 BHK,1079.0,plain,1000-1500 sqft,2.0,1.0,60.0,6000000.0,5560.704355885079,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Shivaji Nagar,Shivaji Nagar,2.0,2 BHK,550.0,plain,500-1000 sqft,1.0,1.0,27.0,2700000.0,4909.090909090909,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Whitefield,Whitefield,2.0,2 BHK,1118.0,plain,1000-1500 sqft,2.0,1.0,42.0,4200000.0,3756.7084078711987,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,CV Raman Nagar,CV Raman Nagar,2.0,2 BHK,1198.0,plain,1000-1500 sqft,2.0,2.0,60.0,6000000.0,5008.347245409015,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Chandapura,Chandapura,3.0,3 BHK,1162.5,range_midpoint,1000-1500 sqft,,,30.215,3021500.0,2599.1397849462364,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Thigalarapalya,Thigalarapalya,3.0,3 BHK,1830.0,plain,1500-2500 sqft,4.0,2.0,135.0,13500000.0,7377.049180327869,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Banashankari Stage VI,Banashankari Stage VI,2.0,2 BHK,1160.0,plain,1000-1500 sqft,2.0,1.0,59.0,5900000.0,5086.206896551724,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Srirampuram,Srirampuram,3.0,3 BHK,1485.0,plain,1000-1500 sqft,2.0,1.0,156.0,15600000.0,10505.050505050505,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Ejipura,Ejipura,3.0,3 BHK,2070.0,plain,1500-2500 sqft,3.0,3.0,135.0,13500000.0,6521.739130434783,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Basaveshwara Nagar,Basaveshwara Nagar,6.0,5+ BHK,750.0,plain,500-1000 sqft,4.0,1.0,150.0,15000000.0,20000.0,Plot  Area,Ready to move,Not available in source data,Suspicious,Suspicious:sqft_per_bhk_below_150,Tier 1 - Premium
Bengaluru,Kannamangala,Kannamangala,2.0,2 BHK,957.0,plain,500-1000 sqft,2.0,0.0,52.5,5250000.0,5485.8934169279,Built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Basaveshwara Nagar,Basaveshwara Nagar,5.0,5+ BHK,2400.0,plain,1500-2500 sqft,4.0,1.0,310.0,31000000.0,12916.666666666666,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Bannerghatta Road,Bannerghatta Road,2.0,2 BHK,1268.0,plain,1000-1500 sqft,2.0,1.0,69.0,6900000.0,5441.640378548896,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Bannerghatta Road,Bannerghatta Road,3.0,3 BHK,1450.0,plain,1000-1500 sqft,2.0,2.0,87.0,8700000.0,6000.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Manorayana Palya,Manorayana Palya,3.0,3 BHK,1600.0,plain,1500-2500 sqft,2.0,2.0,75.0,7500000.0,4687.5,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Uttarahalli,Uttarahalli,3.0,3 BHK,1330.0,plain,1000-1500 sqft,2.0,1.0,57.0,5700000.0,4285.714285714285,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Jakkur,Jakkur,3.0,3 BHK,1355.0,plain,1000-1500 sqft,2.0,2.0,65.0,6500000.0,4797.047970479704,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Abbaiah Reddy Layout,Abbaiah Reddy Layout,2.0,2 BHK,1100.0,plain,1000-1500 sqft,2.0,1.0,38.49,3849000.0,3499.090909090909,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Chikkalasandra,Chikkalasandra,2.0,2 BHK,1075.0,plain,1000-1500 sqft,2.0,1.0,46.76,4676000.0,4349.767441860465,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Lingarajapuram,Lingarajapuram,2.0,2 BHK,800.0,plain,500-1000 sqft,2.0,1.0,55.0,5500000.0,6875.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Vasantha Vallabha Nagar,Vasantha Vallabha Nagar,2.0,2 BHK,900.0,plain,500-1000 sqft,1.0,1.0,44.0,4400000.0,4888.888888888889,Built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Haralur Road,Haralur Road,2.0,2 BHK,1140.0,plain,1000-1500 sqft,2.0,1.0,42.0,4200000.0,3684.2105263157896,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Ganga Nagar,Ganga Nagar,3.0,3 BHK,1480.0,plain,1000-1500 sqft,2.0,2.0,125.0,12500000.0,8445.945945945947,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Padmanabhanagar,Padmanabhanagar,3.0,3 BHK,1710.0,plain,1500-2500 sqft,2.0,2.0,90.63,9063000.0,5300.0,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Talaghattapura,Talaghattapura,3.0,3 BHK,2106.0,plain,1500-2500 sqft,3.0,3.0,148.0,14800000.0,7027.540360873694,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Yeshwanthpur,Yeshwanthpur,9.0,5+ BHK,2400.0,plain,1500-2500 sqft,6.0,,270.0,27000000.0,11250.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Sadahalli,Sadahalli,3.0,3 BHK,3800.0,plain,2500+ sqft,2.0,,130.0,13000000.0,3421.0526315789475,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Vajarahalli,Vajarahalli,3.0,3 BHK,800.0,plain,500-1000 sqft,3.0,2.0,120.0,12000000.0,15000.0,Plot  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
Bengaluru,Marathahalli,Marathahalli,2.0,2 BHK,1602.0,plain,1500-2500 sqft,2.0,,104.0,10400000.0,6491.8851435705365,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Sarjapur  Road,Sarjapur  Road,3.0,3 BHK,1660.0,plain,1500-2500 sqft,2.0,2.0,116.0,11600000.0,6987.951807228916,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Electronic City Phase II,Electronic City Phase II,3.0,3 BHK,1549.0,plain,1500-2500 sqft,3.0,2.0,80.0,8000000.0,5164.622336991608,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Marathahalli,Marathahalli,1.0,1 BHK,700.0,plain,500-1000 sqft,1.0,1.0,38.0,3800000.0,5428.571428571428,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Balagere,Balagere,2.0,2 BHK,1012.0,plain,1000-1500 sqft,2.0,1.0,64.0,6400000.0,6324.110671936759,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Whitefield,Whitefield,2.0,2 BHK,1216.0,plain,1000-1500 sqft,2.0,1.0,69.0,6900000.0,5674.3421052631575,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Electronic City Phase II,Electronic City Phase II,2.0,2 BHK,1065.0,plain,1000-1500 sqft,2.0,1.0,56.13,5613000.0,5270.422535211268,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Thanisandra,Thanisandra,3.0,3 BHK,1411.0,plain,1000-1500 sqft,3.0,1.0,93.15,9315000.0,6601.700921332388,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Pai Layout,Pai Layout,2.0,2 BHK,1400.0,plain,1000-1500 sqft,2.0,2.0,57.5,5750000.0,4107.142857142857,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Hoskote,Hoskote,3.0,3 BHK,1250.0,plain,1000-1500 sqft,3.0,2.0,29.0,2900000.0,2320.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 3 - Value
Bengaluru,Haralur Road,Haralur Road,2.0,2 BHK,1245.0,plain,1000-1500 sqft,2.0,3.0,62.0,6200000.0,4979.919678714859,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Choodasandra,Choodasandra,2.0,2 BHK,1115.0,plain,1000-1500 sqft,2.0,1.0,50.0,5000000.0,4484.304932735426,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Vidyaranyapura,Vidyaranyapura,2.0,2 BHK,1000.0,plain,1000-1500 sqft,2.0,1.0,35.0,3500000.0,3500.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 1 - Premium
Bengaluru,Panathur,Panathur,3.0,3 BHK,1580.0,range_midpoint,1500-2500 sqft,3.0,0.0,71.89,7189000.0,4550.0,Super built-up  Area,Under construction,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Subramanyapura,Subramanyapura,3.0,3 BHK,1800.0,plain,1500-2500 sqft,3.0,2.0,90.0,9000000.0,5000.0,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Tier 2 - Mid-market
Bengaluru,Mathikere,Mathikere,2.0,2 BHK,1500.0,plain,1500-2500 sqft,2.0,2.0,130.0,13000000.0,8666.666666666666,Super built-up  Area,Ready to move,Not available in source data,Valid,Valid,Insufficient data (<10 listings)
